filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
42. 415033d1283063776-hit-run-driver-damages-my-parked-car-19082010061.jpg,86398,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[354,393,437,470,521,574,677,715,734,740,740,734,734,740,749,760,765,756,621,409,353,342,334],""all_points_y"":[436,431,412,387,381,368,350,361,382,407,429,450,465,492,496,506,520,532,588,685,707,687,659]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
45. whose-auto-insurance-provider-to-use-after-a-car-accident-story.jpg,130092,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""polygon"",""all_points_x"":[156,258,384,478,517,529,540,543,545,543,528,528,517,517,520,539,548,549,579,584,596,609,621,634,642,643,642,637,632,628,626,621,637,643,643,643,624,603,571,557,512,446,404,362,325,297,281,259,226,206,181,148,116,97,84,73,67,66,64,87,97,100,106,128,128,116,95,98,117,139,148],""all_points_y"":[574,571,565,565,565,556,570,592,606,618,623,642,657,670,688,687,696,706,712,723,723,707,701,674,657,677,692,699,724,738,749,760,762,768,777,793,830,855,857,849,868,884,891,890,877,873,876,882,891,896,896,894,891,888,884,876,868,687,681,692,706,710,692,690,681,662,642,624,610,599,598]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
45. whose-auto-insurance-provider-to-use-after-a-car-accident-story.jpg,130092,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""polygon"",""all_points_x"":[514,535,526,570,621,660,707,732,734,746,748,743,740,741,674,634,542],""all_points_y"":[484,475,460,468,470,464,460,456,465,479,487,520,581,637,637,634,587]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
47. car_accident_-_write_off.jpg,129843,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[688,709,734,746,752,757,756,752,756,727,723,718,707,704,690,684],""all_points_y"":[293,278,273,284,301,317,345,367,393,414,414,414,395,368,342,318]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
48. bigstock-car-accident-933793.jpg,187078,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[315,345,401,454,512,642,809,843,874,902,926,933,941,949,954,954,946,921,913,915,898,880,865,844,868,855,674,592,515,465,456,326,298,304,297,297,309,314,317,334,343],""all_points_y"":[322,290,275,259,248,226,212,229,256,289,315,343,392,453,518,579,635,707,721,740,796,816,835,849,868,899,840,826,812,818,812,626,587,570,545,514,425,414,403,396,396]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
49. 1.2019-hail-damage-file-image-1001-565.jpg,87553,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,0,"{""name"":""polygon"",""all_points_x"":[273,293,309,311,306,293,281,267,268],""all_points_y"":[793,791,801,813,829,834,834,824,805]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
49. 1.2019-hail-damage-file-image-1001-565.jpg,87553,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,1,"{""name"":""polygon"",""all_points_x"":[451,465,451,429,418,418,434,445],""all_points_y"":[631,649,654,662,651,631,624,621]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
49. 1.2019-hail-damage-file-image-1001-565.jpg,87553,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,2,"{""name"":""polygon"",""all_points_x"":[479,496,503,503,503,503,500,487,478,471,465,462,464],""all_points_y"":[693,699,704,715,721,732,734,737,740,740,731,715,706]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
49. 1.2019-hail-damage-file-image-1001-565.jpg,87553,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,3,"{""name"":""polygon"",""all_points_x"":[289,290,286,268,245,244,254,261],""all_points_y"":[648,668,681,690,674,662,649,649]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
49. 1.2019-hail-damage-file-image-1001-565.jpg,87553,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,4,"{""name"":""polygon"",""all_points_x"":[640,657,665,670,665,651,640,637,623,610],""all_points_y"":[643,654,657,662,674,692,692,692,676,665]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
49. 1.2019-hail-damage-file-image-1001-565.jpg,87553,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,5,"{""name"":""polygon"",""all_points_x"":[690,713,721,721,721,709,692,687,671,671,671],""all_points_y"":[565,571,582,595,609,610,615,615,599,587,584]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
49. 1.2019-hail-damage-file-image-1001-565.jpg,87553,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,6,"{""name"":""polygon"",""all_points_x"":[723,726,726,712,699,692,681,681,690,702],""all_points_y"":[649,659,673,690,693,692,674,667,656,652]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
49. 1.2019-hail-damage-file-image-1001-565.jpg,87553,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,7,"{""name"":""polygon"",""all_points_x"":[445,448,459,457,431,421,411,409,409,417],""all_points_y"":[935,943,955,968,1002,996,988,979,963,955]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
49. 1.2019-hail-damage-file-image-1001-565.jpg,87553,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,8,"{""name"":""polygon"",""all_points_x"":[671,668,648,638,632,634,640,649,660,668],""all_points_y"":[780,801,805,801,790,774,771,766,766,766]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
51. car-accident.jpg,145228,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""polygon"",""all_points_x"":[8,47,122,186,203,306,434,440,436,454,460,460,479,509,549,548,553,565,585,607,626,640,659,660,651,652,654,648,667,668,668,671,690,702,724,732,741,740,721,688,652,620,570,560,534,178,159,159,147,122,91,48,16],""all_points_y"":[120,114,116,131,139,100,136,172,189,214,250,270,287,332,400,421,450,468,479,479,484,446,434,462,481,498,517,542,534,556,579,587,590,613,659,707,757,821,837,843,849,849,846,795,756,729,734,787,824,871,893,904,896]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
51. car-accident.jpg,145228,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""polygon"",""all_points_x"":[565,585,596,604,643,670,684,734,776,830,821,835,866,890,899,908,938,971,1002,1021,1019,929,927,921,910,894,863,849,832,816,799,782,759,746,749,731,698,673,665,651,649,659,659,652,637,632,603,567,562],""all_points_y"":[456,420,367,334,325,314,293,267,262,223,190,159,150,133,144,150,128,112,101,105,612,667,713,754,774,799,793,802,801,790,795,804,818,818,756,662,593,581,535,537,487,464,437,425,450,484,482,468,453]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
52. 1749985693001_5761224383001_5761210480001-vs.jpg,76423,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[340,283,297,323,356,389,423,437,478,515,557,598,609,621,660,668,663,651,628,592,571,551,534,518,471,467],""all_points_y"":[89,153,187,236,258,279,308,329,308,314,348,406,436,393,462,437,381,312,256,256,247,201,151,108,112,130]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
53. complete-loss-of-automobile-300x212.jpg,87214,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[41,42,70,109,142,159,156,140,109,139,136,140,153,176,203,222,201,197,204,215,231,239,233,253,262,290,276,272,329,417,534,690,871,918,893,885,898,932,949,968,968,993,993,987,976,957,951,946,940,912,876,851,829,835,824,807,780,720,677,596,506,379,297,281,265,242,209,178,116,80,59],""all_points_y"":[827,741,643,596,585,578,506,470,396,381,343,292,236,225,251,262,298,323,315,325,262,242,211,201,206,183,173,147,150,81,44,25,19,22,108,172,244,354,423,526,607,695,787,837,869,880,933,972,1007,1022,1018,1005,977,951,926,957,974,993,1005,1007,987,933,896,912,949,980,1008,1010,1007,974,938]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
54. hamilton-1553148197.jpg,120990,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[287,336,386,407,451,518,559,593,635,637,634,635,652,688,709,757,851,905,940,963,965,281],""all_points_y"":[780,780,788,791,807,830,826,823,823,846,876,908,915,912,899,894,921,933,938,962,974,985]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
55. minor-major.jpg,94320,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[229,247,303,379,448,559,595,615,590,576,576,598,603,628,613,582,532,381,339,287,272],""all_points_y"":[763,673,532,370,275,180,161,159,206,237,276,334,401,457,562,617,685,768,790,796,796]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
57. 26086583-damage-on-the-car-rear-bumper.jpg,90016,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""polygon"",""all_points_x"":[273,292,300,293,292,342,356,406,471,520,532,531,546,579,671,721,749,762,832,891,913,926,913,865,765,674,581,496,381,315],""all_points_y"":[105,175,229,253,293,293,298,311,281,258,283,325,375,398,437,439,479,520,545,468,418,362,293,219,144,87,67,37,86,87]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
57. 26086583-damage-on-the-car-rear-bumper.jpg,90016,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""polygon"",""all_points_x"":[340,292,295,325,353,393,393,401,428,432,446,450,426,401],""all_points_y"":[606,585,607,631,642,688,723,762,759,731,721,688,660,637]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
57. 26086583-damage-on-the-car-rear-bumper.jpg,90016,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""polygon"",""all_points_x"":[490,523,565,596,623,640,696,731,765,770,734,734,759,777,810,823,816,776,760,756,746,734,659,642,609,590,565,531,521,501],""all_points_y"":[712,724,731,724,718,706,687,681,681,693,712,731,738,756,766,780,798,830,855,891,916,927,943,935,913,880,869,849,812,793]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
58. car-accident-1538175_960_720.jpg,217252,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[150,245,326,384,411,434,459,493,521,565,637,671,768,785,780,721,702,729,735,765,784,796,796,785,780,779,779,779,727,690,682,696,701,727,752,765,782,799,807,816,818,824,785,724,690,665,634,623,631,615,596,576,567,549,532,514,501,485,484,476,473,467,439,428,409,404,390,345,283,258,214,170,147,147,147,131,116,116,114,130,139,140,161,162,165,165,147],""all_points_y"":[220,165,125,105,123,94,84,53,36,28,31,36,89,105,125,200,244,275,308,328,368,398,437,468,504,531,559,573,635,648,649,677,692,682,685,710,731,773,796,818,840,848,859,844,823,799,752,720,762,788,805,812,813,812,810,802,790,765,743,709,681,674,688,693,706,713,724,724,667,656,634,578,551,518,481,465,418,393,362,382,401,376,364,343,315,300,276]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
59. caraccident7-kegb--621x414@livemint.jpg,104406,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[89,170,244,240,144,134,34,12,103,228,284,354,406,457,468,375,372,293,340,390,347,309,279],""all_points_y"":[879,835,599,529,503,340,287,262,254,258,279,323,370,421,437,462,476,576,585,635,718,824,899]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
60. car_20repair.jpg,91093,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[173,214,286,353,439,465,509,560,578,632,660,682,815,919,979,1018,1018,955,256,161,131,120,89,151,158,148,159,176,165,153,165],""all_points_y"":[151,220,251,268,267,240,250,287,328,379,414,443,418,379,339,314,979,1019,1022,980,948,905,582,571,571,492,425,387,311,300,162]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
61. 2-dscn3900.jpg,108749,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[340,381,404,429,465,446,451,439,421,426,423,420,414,396,373,359,348,343],""all_points_y"":[592,610,628,635,668,690,706,724,735,762,793,824,843,852,848,834,809,780]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
62. bumper-damage-1.jpg,176631,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[395,409,429,446,440,468,489,498,679,713,735,746,748,745,745,743,743,765,777,785,790,790,790,796,796,796,809,815,809,732,545,490,448,421,418,417,395,378,375,403,423,412,384,384,389],""all_points_y"":[774,762,718,699,657,674,688,715,735,712,706,706,720,749,773,790,804,788,793,815,837,862,880,899,916,930,968,1005,1019,1022,1021,999,985,980,958,929,923,924,877,868,868,849,834,812,796]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
64. 190313_schadenet_kostprijs_schadeherstel.jpg,108473,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[190,247,300,303,325,342,364,372,372,379,395,421,454,482,510,500,507,506,503,503,500,429,417,389,365,353,332,311,303,258,222,180,209],""all_points_y"":[556,506,453,442,459,465,468,462,524,553,557,556,539,526,510,551,581,613,667,693,718,766,780,804,827,837,835,830,809,692,651,632,601]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
65. ph-car-damage-8.jpg,168686,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[16,52,111,155,183,211,229,273,320,378,406,439,484,635,707,756,809,877,887,901,888,871,894,908,918,927,930,927,915,933,943,927,904,890,869,859,838,815,810,859,805,773,706,532,428,365,326,301,272,247,206,158,126,250,223,158,109,47],""all_points_y"":[144,67,23,5,2,2,3,17,30,47,64,83,87,125,142,167,194,256,279,292,306,312,342,364,412,453,507,543,564,581,620,634,635,632,648,665,692,710,741,743,816,827,848,866,868,849,791,737,732,582,506,425,389,317,297,237,181,144]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
68. maxresdefault.jpg,152736,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[379,375,370,372,384,409,437,428,417],""all_points_y"":[556,565,581,588,588,584,573,568,567]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
69. 920x920.jpg,173580,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[440,443,453,464,460,460,454,470,496,503,503,504,529,559,588,624,637,660,684,696,702,701,718,727,740,752,765,768,780,798,807,807,793,777,796,766,752,731,715,726,724,729,754,710,684,677,690,698,685,692,692,688,698,701,702,695,684,640,578,576,490,470,434,409,403],""all_points_y"":[601,638,679,731,770,815,841,852,849,812,765,737,696,677,668,667,667,677,698,716,693,682,671,671,677,679,671,668,668,668,662,649,624,596,609,593,581,578,564,546,534,506,493,489,476,475,450,409,393,381,368,348,340,318,286,268,250,276,309,351,543,539,534,539,556]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
71. damage-forza-horizon-4.jpg,174244,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[16,31,52,73,94,117,130,147,156,170,180,203,219,248,283,311,340,359,370,379,386,395,409,431,445,468,479,496,507,520,514,509,478,432,393,372,347,265,194,150,122,106,61,19,3],""all_points_y"":[540,495,468,453,448,443,429,404,375,337,326,320,317,314,318,325,331,337,350,378,396,428,453,476,489,493,510,531,568,642,818,876,912,924,938,916,894,894,887,880,880,899,882,852,821]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
72. pic_352.jpg,89757,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""polygon"",""all_points_x"":[34,105,172,183,225,564,759,671,676,679,684,621,603,542,528,448,387,322,265,178,34,5,3,17,44],""all_points_y"":[112,67,31,22,23,52,194,167,201,250,300,245,194,169,180,359,414,509,493,467,414,392,384,261,150]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
72. pic_352.jpg,89757,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""polygon"",""all_points_x"":[84,122,189,237,328,412,481,528,551,659,674,676,674,640,603,450,423,387,328,236,203,172,134,112,98,94],""all_points_y"":[524,528,545,557,585,632,673,731,718,743,782,829,874,926,926,823,790,762,741,699,643,618,596,587,562,562]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
75. seathwaite-damaged-car-01-1200.jpg,143695,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""polygon"",""all_points_x"":[347,359,390,421,432,396],""all_points_y"":[315,272,192,123,125,343]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
75. seathwaite-damaged-car-01-1200.jpg,143695,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""polygon"",""all_points_x"":[322,407,467,515,556,573,590,603,348,334,329,331,347,314,315],""all_points_y"":[643,624,617,599,606,623,512,493,329,326,348,406,495,551,578]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
75. seathwaite-damaged-car-01-1200.jpg,143695,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""polygon"",""all_points_x"":[253,281,286,301,315,315,262,247,228,222,225,234],""all_points_y"":[350,332,320,318,325,303,287,262,256,311,336,340]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
75. seathwaite-damaged-car-01-1200.jpg,143695,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""polygon"",""all_points_x"":[158,189,240,219],""all_points_y"":[816,782,799,843]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
77. gettyimages-128117694-597bf97e054ad9001138d1ee.jpg,124051,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[47,815,1015,1010,542,165],""all_points_y"":[231,61,272,582,1021,1007]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
78. car_accident_-_what_to_do_next.jpg,91048,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[283,304,328,353,370,382,428,487,531,564,606,667,674,713,756,854,940,966,987,994,988,969],""all_points_y"":[5,31,73,106,133,153,87,33,14,2,12,81,106,98,126,142,153,136,106,70,33,3]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
79. alfa-romeo-car-front-end-damage-bgmdwm.jpg,136337,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[456,456,443,443,470,482,475,465,462,468,476,557,576,581,574,545,520,467,459,440,398,372,372,392,403,407,396,395,395,404,396,378,403,401,404,423,425,428,429],""all_points_y"":[818,787,754,741,723,687,659,626,596,565,557,556,556,520,500,468,459,462,493,476,465,512,540,556,556,568,587,618,646,674,695,695,727,749,770,805,818,818,810]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
81. awi.sized.jpg,113168,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""polygon"",""all_points_x"":[251,265,268,303,322,343,359,365,365,359,343,328,317,301,289,270,267],""all_points_y"":[562,524,487,468,464,468,490,551,574,587,588,574,564,560,574,581,581]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
81. awi.sized.jpg,113168,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""polygon"",""all_points_x"":[485,465,445,429,425,415,396,423,442,445,462,482,551,599,646,688,760,802,827,840,846,854,852,849,849,820,807,802,804,809,830,840,840,830,776,757,726,681,635,621,601,565,540,503],""all_points_y"":[372,418,462,496,560,617,648,674,721,838,887,933,962,957,943,919,859,829,793,760,720,687,649,624,593,568,564,535,514,506,484,467,445,425,387,379,370,367,368,368,357,334,314,318]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
82. ptsd.jpg,58796,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[487,526,542,584,599,609,618,621,659,685,704,731,735,746,748,768,754,799,824,821,679,698,779,830,876,837,773,732,740,727,712,692,632,578,564,537,412,0,142,170,119,105,114,133,198,209,262,308,362,423,440,448,459,465,492],""all_points_y"":[649,637,657,671,643,606,581,548,543,549,556,559,535,512,498,526,556,652,579,539,384,381,445,496,281,262,258,258,220,156,114,95,86,87,56,23,2,3,81,131,144,206,295,343,365,362,350,331,325,325,340,393,442,485,571]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
83. using-car-accident-location-of-damage-to-determine-liability.jpg,117276,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""polygon"",""all_points_x"":[665,693,685,696,684,685,690,699,709,712,721,724,702,690,671,671,673,649,626,618,553,532,531,559,570,571,606,615,609,581,570,609,606,617,612,618,628,632,640],""all_points_y"":[80,176,225,247,367,409,432,456,468,467,465,615,665,718,799,859,879,877,891,877,929,962,924,773,768,780,756,734,718,726,720,604,556,504,393,311,219,159,144]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
83. using-car-accident-location-of-damage-to-determine-liability.jpg,117276,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""polygon"",""all_points_x"":[312,392,470,540,578,560,540,518,496,492,557,574,546,482,387,323,304],""all_points_y"":[495,481,462,453,442,431,421,412,404,381,364,351,336,343,384,412,428]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
83. using-car-accident-location-of-damage-to-determine-liability.jpg,117276,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""polygon"",""all_points_x"":[471,473,470,481,504,523,545,579,585,592,601,598,568,556,506],""all_points_y"":[524,532,543,556,567,564,557,531,528,524,506,500,492,493,515]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
84. temgwjs.jpg,122324,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""polygon"",""all_points_x"":[325,503,692,788,887,915,921,896,874,827,735,593,524,465,382,303,267],""all_points_y"":[94,114,109,125,148,181,229,275,320,345,354,337,323,283,234,192,140]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
84. temgwjs.jpg,122324,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""polygon"",""all_points_x"":[584,657,754,844,868,852,840,788,671,637,560,532],""all_points_y"":[710,721,712,712,737,780,805,816,832,805,749,731]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
85. car-accident-side.jpg,79239,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[94,520,578,590,632,656,638,180,133,106,97],""all_points_y"":[206,194,200,265,279,337,788,723,629,478,412]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
86. will-the-at-fault-party-pay-your-car-accident-injury-damage-expenses.jpg,121460,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""polygon"",""all_points_x"":[315,297,350,396,451,479,479,468,459,468,479,504,454,384,331,290,292,297],""all_points_y"":[659,660,668,642,606,585,607,613,618,632,648,665,681,735,746,743,687,667]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
86. will-the-at-fault-party-pay-your-car-accident-injury-damage-expenses.jpg,121460,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""polygon"",""all_points_x"":[436,453,471,496,503,504,500,460,440,434],""all_points_y"":[734,715,695,684,681,713,737,743,756,756]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
86. will-the-at-fault-party-pay-your-car-accident-injury-damage-expenses.jpg,121460,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""polygon"",""all_points_x"":[518,551,565,581,579,588,598,596,603,612,590,581,573,565,546,526,512,478,468,464,493,512,514,492,515,517,532,545,571,567,578,528,518,514],""all_points_y"":[506,506,523,534,612,662,690,724,757,799,835,874,915,943,912,919,921,962,976,955,862,849,832,824,749,734,734,759,754,720,698,673,684,674]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
